,q2,q2_ans_best,res
715,ETC怎么申请？如何办理ETC,车上ETC卡要怎么充值,0
716,ETC怎么申请？如何办理ETC,如何办理/查询ETC预约安装业务,0
717,ETC怎么申请？如何办理ETC,如何充值ETC,0
718,ETC怎么申请？如何办理ETC,如何查询ETC余额,0
719,ETC怎么申请？如何办理ETC,是否可以办理外地车辆ETC业务,0
720,ETC怎么申请？如何办理ETC,办理建行高速ETC有什么好处,0
721,ETC怎么申请？如何办理ETC,如何查询信用卡ETC业务,0
722,ETC怎么申请？如何办理ETC,如何查询/补缴ETC欠费,0
723,ETC怎么申请？如何办理ETC,ETC卡没有钱了，怎么存款进去,0
724,ETC怎么申请？如何办理ETC,什么是ETC,0
725,ETC怎么申请？如何办理ETC,重庆行个人客户如何办理ETC签约,0
726,ETC怎么申请？如何办理ETC,浙江行个人客户如何办理ETC签约,0
727,ETC怎么申请？如何办理ETC,云南行个人客户如何办理ETC签约,0
728,ETC怎么申请？如何办理ETC,新疆行个人客户如何办理ETC签约,0
729,ETC怎么申请？如何办理ETC,西藏行个人客户如何办理ETC签约,0
730,ETC怎么申请？如何办理ETC,天津行个人客户如何办理ETC签约,0
731,ETC怎么申请？如何办理ETC,苏州行个人客户如何办理ETC签约,0
732,ETC怎么申请？如何办理ETC,四川行公司客户如何办理ETC签约,0
733,ATM机取钱有没有短信通知,我的粤通卡高速交费有没有短信通知呢,0
734,ATM机取钱有没有短信通知,我的ETC卡收费有没有短信通知,0
735,ATM机取钱有没有短信通知,是否有还款短信通知,0
736,ATM机取钱有没有短信通知,是否有贷款短信通知业务,0
737,ATM机取钱有没有短信通知,我的短信提醒怎么没有余额显示,0
738,ATM机取钱有没有短信通知,我想问一下，我办的卡怎么没有短信通知,1
739,ATM机取钱有没有短信通知,在合作商户使用综合积分抵扣消费后，有没有短信提示,0
740,ATM机取钱有没有短信通知,信用卡到期还款前有没有短信提醒业务,0
741,ATM机取钱有没有短信通知,我有开通短信通知但没有,0
742,ATM机取钱有没有短信通知,Mylove信用卡有没有附属卡,0
743,ATM机取钱有没有短信通知,我刚存的钱怎么没收到短信通知呢,1
744,ATM机取钱有没有短信通知,为什么我刷卡了没短信通知我,1
745,ATM机取钱有没有短信通知,我有张储蓄卡 以前有短信提醒账户金额变动 现在没了怎么回事,1
746,ATM机取钱有没有短信通知,综合积分兑换礼品有没有限制,0
747,ATM机取钱有没有短信通知,支付宝龙卡有没有配套存折,0
748,ATM机取钱有没有短信通知,粤通卡高速通行费有没有信息,0
749,ATM机取钱有没有短信通知,私人银行卡开户个数有没有限制,0
750,ATM机取钱有没有短信通知,手机银行申购/认购基金有没有上限,0
751,ATM机取钱有没有短信通知,申请装修分期业务有没有限制,0
752,ATM机取钱有没有短信通知,“春秋龙卡”有没有附属卡,0
753,请问网上签订的贷款合同具有法律效力吗?,在网上签合同与贷款机构签合同具有一样的法律效力吗,1
754,请问网上签订的贷款合同具有法律效力吗?,请问我贷款利息何时开始计算？,0
755,请问网上签订的贷款合同具有法律效力吗?,请问办理信用卡有要求吗,0
756,请问网上签订的贷款合同具有法律效力吗?,网上如何申请贷款,0
757,请问网上签订的贷款合同具有法律效力吗?,快速贷款是真的吗!,0
758,请问网上签订的贷款合同具有法律效力吗?,请问在线申请贷款时“快贷”和一般贷款有何不同？,0
759,请问网上签订的贷款合同具有法律效力吗?,能否在线解除签订的建行账户管理协议,0
760,请问网上签订的贷款合同具有法律效力吗?,什么是缴费合同号,0
761,请问网上签订的贷款合同具有法律效力吗?,手机银行如何使用“法律专家”功能,0
762,请问网上签订的贷款合同具有法律效力吗?,请问申请贷款时能否追加其他现有房产，以增加“快贷”额度？,0
763,请问网上签订的贷款合同具有法律效力吗?,龙卡通是否具有关联其他账户的功能,0
764,请问网上签订的贷款合同具有法律效力吗?,“亚泰富苑龙卡”发行具有的重要意义,0
765,请问网上签订的贷款合同具有法律效力吗?,网上支付的分类,0
766,请问网上签订的贷款合同具有法律效力吗?,“中国科大龙卡”具有哪些功能,0
767,请问网上签订的贷款合同具有法律效力吗?,注销网上银行的方法,0
768,请问网上签订的贷款合同具有法律效力吗?,网上交易的注意事项,0
769,请问网上签订的贷款合同具有法律效力吗?,开通网上银行的方法,0
770,请问网上签订的贷款合同具有法律效力吗?,“快贷”的贷款利率,0
771,请问网上签订的贷款合同具有法律效力吗?,中德住房储蓄合同是否可以变更/取消,0
772,请问网上签订的贷款合同具有法律效力吗?,网上支付不成功的原因,0
773,信用卡网上支付后没有短信提示,信用卡消费没有短信提示，如何开通,0
774,信用卡网上支付后没有短信提示,怎么我的资金进出没有短信提示了,1
775,信用卡网上支付后没有短信提示,为什么我的金额进出短信提示没有了,1
776,信用卡网上支付后没有短信提示,为什么开通了手机短信通知，存取钱也没有短信提示,1
777,信用卡网上支付后没有短信提示,信用卡为什么短信提示交易异常,0
778,信用卡网上支付后没有短信提示,在自动提款机上取了钱，为什么没有短信提示，短信提示是开通的,1
779,信用卡网上支付后没有短信提示,粤通卡信用卡过高速没有短信提醒,0
780,信用卡网上支付后没有短信提示,短信验证码没有收到怎么办,0
781,信用卡网上支付后没有短信提示,信用卡刷卡后已收到短信提示但POS机未打单怎么办,0
782,信用卡网上支付后没有短信提示,网上支付后能否在银行打印发票,0
783,信用卡网上支付后没有短信提示,信用卡网上支付限额是多少,0
784,信用卡网上支付后没有短信提示,信用卡网上支付限额能否更改,0
785,信用卡网上支付后没有短信提示,在网上交易后怎么没有短信发过来,1
786,信用卡网上支付后没有短信提示,信用卡还款成功后，发送还款短信至95533，为何提醒我的本期应还款额没有变化,0
787,信用卡网上支付后没有短信提示,收到非本人交易的信用卡提示短信怎么办,0
788,信用卡网上支付后没有短信提示,提示“0130Z1108276您没有可开通短信金融服务的账户”怎么办,0
789,信用卡网上支付后没有短信提示,网上支付的分类,0
790,信用卡网上支付后没有短信提示,如何进行网上支付,0
791,信用卡网上支付后没有短信提示,网上支付时，为什么提示银行卡不可用,0
792,信用卡网上支付后没有短信提示,粤通卡过高速没有短信提醒,0
793,在手机银行可以转账多少,在手机APP上转帐可以转多少,1
794,在手机银行可以转账多少,透支卡在柜台可以取多少,0
795,在手机银行可以转账多少,手机银行转账限额,0
796,在手机银行可以转账多少,手机银行转账手续费,0
797,在手机银行可以转账多少,我在外国一天可以取多少钱,0
798,在手机银行可以转账多少,银行卡在国外可以取款吗,0
799,在手机银行可以转账多少,粤通卡可以在柜员机转账吗,0
800,在手机银行可以转账多少,手机银行能转多少,1
801,在手机银行可以转账多少,手机银行转账不成功,0
802,在手机银行可以转账多少,手机银行如何办理转账,0
803,在手机银行可以转账多少,用手机APP每次可以转多少钱,1
804,在手机银行可以转账多少,手机转帐，最多可以转多少,1
805,在手机银行可以转账多少,只签约开通手机银行，未签约网银，可以在手机银行申请快贷吗,0
806,在手机银行可以转账多少,信用卡可以取多少钱,0
807,在手机银行可以转账多少,多少可以做大额存款,0
808,在手机银行可以转账多少,手机银行每天可以转多少,1
809,在手机银行可以转账多少,手机银行只可以转5000元,0
810,在手机银行可以转账多少,手机银行可以申请信用卡吗,0
811,在手机银行可以转账多少,哪些账户可以追加进手机银行,0
812,在手机银行可以转账多少,手机银行转账汇款的历史转账记录能否保留,0
813,etc充值怎么充值,如何充值ETC,0
814,etc充值怎么充值,车上ETC卡要怎么充值,1
815,etc充值怎么充值,“礼遇充值—5折优惠充值”活动介绍,0
816,etc充值怎么充值,粤通卡怎么充值,1
817,etc充值怎么充值,高速卡充值,1
818,etc充值怎么充值,使用“全国话费充值”功能充值，能否索取发票,0
819,etc充值怎么充值,粤通卡充值渠道,1
820,etc充值怎么充值,粤通卡充值点介绍,1
821,etc充值怎么充值,粤通借记卡充值,1
822,etc充值怎么充值,微信如何办理话费充值,0
823,etc充值怎么充值,手机银行如何办理话费充值,0
824,etc充值怎么充值,如何为校园卡充值,0
825,etc充值怎么充值,如何充值龙支付钱包,0
826,etc充值怎么充值,如何充值“洪城一卡通”,0
827,etc充值怎么充值,如何办理手机流量充值,0
828,etc充值怎么充值,如何办理手机话费充值,0
829,etc充值怎么充值,苹果APP充值不成功怎么办,0
830,etc充值怎么充值,龙支付话费充值营销活动,0
831,etc充值怎么充值,电话银行如何充值手机话费,0
832,etc充值怎么充值,粤通卡在哪里可以充值,1
833,如何查看客户收支明细,如何查看房e通网站客户操作指引,0
834,如何查看客户收支明细,是否收支都发送短信通知,0
835,如何查看客户收支明细,如何查看本人星级信息,0
836,如何查看客户收支明细,如何查看企业网银操作指南,0
837,如何查看客户收支明细,如何查看建行通用盾服务指南,0
838,如何查看客户收支明细,如何查看建行代销保险的种类,0
839,如何查看客户收支明细,在哪里可以查询客户的支用明细,1
840,如何查看客户收支明细,如何查询账户明细,0
841,如何查看客户收支明细,如何查询结售汇明细,0
842,如何查看客户收支明细,如何查询贷款明细,0
843,如何查看客户收支明细,如何查询综合积分明细,0
844,如何查看客户收支明细,如何查询债券交易明细,0
845,如何查看客户收支明细,如何查询信用卡账单明细,0
846,如何查看客户收支明细,如何查询企业账户明细,0
847,如何查看客户收支明细,如何查询e账户明细,0
848,如何查看客户收支明细,如何查看善融商务分期优选频道商品评价,0
849,如何查看客户收支明细,如何查看电子银行渠道的缴费账户,0
850,如何查看客户收支明细,如何查看/修改个人网银的个人资料,0
851,如何查看客户收支明细,网上银行如何查询账户明细,0
852,如何查看客户收支明细,私人银行卡如何查询账户明细,0
853,"境外用信用卡消费,用什么币种划算?",什么是单币种/双币种信用卡,0
854,"境外用信用卡消费,用什么币种划算?",境外用卡时用什么汇率折算,0
855,"境外用信用卡消费,用什么币种划算?",境外用卡消费需要注意哪些问题,0
856,"境外用信用卡消费,用什么币种划算?",境外用卡消费需要出示身份证件吗,0
857,"境外用信用卡消费,用什么币种划算?",单币种信用卡（如龙卡人民币信用卡）与双币种信用卡有什么区别,0
858,"境外用信用卡消费,用什么币种划算?",信用卡境外消费手续费,0
859,"境外用信用卡消费,用什么币种划算?",信用卡境外消费需注意什么,0
860,"境外用信用卡消费,用什么币种划算?",在境外刷卡取现是使用的什么币种,1
861,"境外用信用卡消费,用什么币种划算?",理财卡境外用卡注意事项,0
862,"境外用信用卡消费,用什么币种划算?",如何查询信用卡境外用卡优惠信息,0
863,"境外用信用卡消费,用什么币种划算?",建行结售汇的币种有哪些,0
864,"境外用信用卡消费,用什么币种划算?",信用卡境外刷卡消费如何还款,0
865,"境外用信用卡消费,用什么币种划算?",境外使用信用卡消费手续费怎么收,0
866,"境外用信用卡消费,用什么币种划算?",车e贷支用有几种方式？,0
867,"境外用信用卡消费,用什么币种划算?",外国人用什么证件开户,0
868,"境外用信用卡消费,用什么币种划算?",用信用卡加油收费吗,0
869,"境外用信用卡消费,用什么币种划算?",建行信用卡怎么用啊,0
870,"境外用信用卡消费,用什么币种划算?",国外用信用卡支付手续费,0
871,"境外用信用卡消费,用什么币种划算?",信用卡网站实名认证用户用什么密码登录,0
872,"境外用信用卡消费,用什么币种划算?",网银外汇买卖业务支持哪些币种交易,0
873,你好建行etc全国高速都可用吗?,办理建行高速ETC有什么好处,0
874,你好建行etc全国高速都可用吗?,在建行办理的ETC可以在全国高速路扣费使用么,1
875,你好建行etc全国高速都可用吗?,ETC卡可以加油吗,0
876,你好建行etc全国高速都可用吗?,粤通卡除了上高速使用，在其它地方还可以用吗,0
877,你好建行etc全国高速都可用吗?,建行信用卡积分都能干什么,0
878,你好建行etc全国高速都可用吗?,建行好吗,0
879,你好建行etc全国高速都可用吗?,用信用卡加油收费吗,0
880,你好建行etc全国高速都可用吗?,用护照可以开户吗,0
881,你好建行etc全国高速都可用吗?,附近还有别的建行吗,0
882,你好建行etc全国高速都可用吗?,用信用卡能取现吗,0
883,你好建行etc全国高速都可用吗?,用手机银行汇款有要求吗,0
884,你好建行etc全国高速都可用吗?,到期的信用卡还可以用吗,0
885,你好建行etc全国高速都可用吗?,建行信用卡怎么用啊,0
886,你好建行etc全国高速都可用吗?,我用建行卡在国外取钱有规定吗,0
887,你好建行etc全国高速都可用吗?,怎么办理高速卡,0
888,你好建行etc全国高速都可用吗?,高速卡充值,0
889,你好建行etc全国高速都可用吗?,我在建行能买天然气吗,0
890,你好建行etc全国高速都可用吗?,建行随芯用是否需要收费,0
891,你好建行etc全国高速都可用吗?,粤通储蓄卡还有其它用吗,0
892,你好建行etc全国高速都可用吗?,用信用卡在柜员机取款收手续费吗,0
893,信用卡在国外取款要不要手续费,外地卡取款要不要收手续费,0
894,信用卡在国外取款要不要手续费,外地存折取款要不要收费,0
895,信用卡在国外取款要不要手续费,我的信用卡，在你们这里取款要不要收费,0
896,信用卡在国外取款要不要手续费,带银联标识的龙卡在国外取款手续费要怎么收呢,0
897,信用卡在国外取款要不要手续费,外地卡存款要不要收手续费,0
898,信用卡在国外取款要不要手续费,建行卡在国外取款手续费,0
899,信用卡在国外取款要不要手续费,信用卡消费要手续费吗,0
900,信用卡在国外取款要不要手续费,在国外用信用卡取款手续费收多少,1
901,信用卡在国外取款要不要手续费,开个本子要不要收费,0
902,信用卡在国外取款要不要手续费,开定期存折要不要收费,0
903,信用卡在国外取款要不要手续费,用信用卡刷卡要不要收续费,0
904,信用卡在国外取款要不要手续费,买东西刷信用卡要不要收费用,0
905,信用卡在国外取款要不要手续费,我有张信用卡，取钱要不要收手续费呢,0
906,信用卡在国外取款要不要手续费,信用卡取款要收费用吗,0
907,信用卡在国外取款要不要手续费,龙卡通国外取款手续费,0
908,信用卡在国外取款要不要手续费,建行卡在你们这里取款要收费吗,0
909,信用卡在国外取款要不要手续费,存钱到外地要不要收费,0
910,信用卡在国外取款要不要手续费,外地的存折在你们这里取款要收多少手续费,0
911,信用卡在国外取款要不要手续费,我有你们卡的信用卡，去国外消费要收手续费吗,0
912,信用卡在国外取款要不要手续费,银联龙卡国外取款手续费,0
913,粤通卡网上充值方法一览,粤通卡怎么充值,1
914,粤通卡网上充值方法一览,粤通卡充值渠道,1
915,粤通卡网上充值方法一览,粤通卡充值点介绍,1
916,粤通卡网上充值方法一览,粤通借记卡充值,1
917,粤通卡网上充值方法一览,粤通卡借记卡如何充值,0
918,粤通卡网上充值方法一览,粤通卡在哪里可以充值,1
919,粤通卡网上充值方法一览,粤通卡里的钱用完了，怎么充值,1
920,粤通卡网上充值方法一览,高速卡充值,1
921,粤通卡网上充值方法一览,“礼遇充值—5折优惠充值”活动介绍,0
922,粤通卡网上充值方法一览,如何充值ETC,0
923,粤通卡网上充值方法一览,怎么办理粤通卡,0
924,粤通卡网上充值方法一览,如何为校园卡充值,0
925,粤通卡网上充值方法一览,车上ETC卡要怎么充值,1
926,粤通卡网上充值方法一览,注销网上银行的方法,0
927,粤通卡网上充值方法一览,开通网上银行的方法,0
928,粤通卡网上充值方法一览,如何办理粤通卡信用卡和粤通卡借记卡之间的转换,0
929,粤通卡网上充值方法一览,粤通卡要怎么办啊,0
930,粤通卡网上充值方法一览,粤通卡可以存钱吗,0
931,粤通卡网上充值方法一览,粤通卡还有什么功能,0
932,粤通卡网上充值方法一览,什么是“粤通龙卡”,0
933,粤通卡在哪里充值,粤通卡在哪里可以充值,1
934,粤通卡在哪里充值,粤通卡怎么充值,1
935,粤通卡在哪里充值,粤通卡充值渠道,1
936,粤通卡在哪里充值,粤通卡充值点介绍,1
937,粤通卡在哪里充值,粤通借记卡充值,1
938,粤通卡在哪里充值,粤通卡借记卡如何充值,0
939,粤通卡在哪里充值,在你们行办的ETC卡，在哪里可以充值,1
940,粤通卡在哪里充值,上高速的卡，要去哪里充值,1
941,粤通卡在哪里充值,粤通卡里的钱用完了，怎么充值,1
942,粤通卡在哪里充值,高速卡充值,1
943,粤通卡在哪里充值,信用卡在哪里激活,0
944,粤通卡在哪里充值,“礼遇充值—5折优惠充值”活动介绍,0
945,粤通卡在哪里充值,粤通卡在高速缴费什么时间还款,0
946,粤通卡在哪里充值,粤通卡可以在柜员机转账吗,0
947,粤通卡在哪里充值,如何充值ETC,0
948,粤通卡在哪里充值,怎么办理粤通卡,0
949,粤通卡在哪里充值,如何为校园卡充值,0
950,粤通卡在哪里充值,车上ETC卡要怎么充值,1
951,粤通卡在哪里充值,如何办理粤通卡信用卡和粤通卡借记卡之间的转换,0
952,粤通卡在哪里充值,粤通卡要怎么办啊,0
953,要怎么才能办粤通卡,怎么办理粤通卡,1
954,要怎么才能办粤通卡,粤通卡要怎么办啊,1
955,要怎么才能办粤通卡,粤通卡怎么充值,0
956,要怎么才能办粤通卡,办粤通卡有什么条件吗,1
957,要怎么才能办粤通卡,退税一般需要多久才能完成,0
958,要怎么才能办粤通卡,我要办业务,0
959,要怎么才能办粤通卡,办信用卡要多久,0
960,要怎么才能办粤通卡,我要办快贷,0
961,要怎么才能办粤通卡,如何办理粤通卡信用卡和粤通卡借记卡之间的转换,0
962,要怎么才能办粤通卡,粤通卡可以存钱吗,0
963,要怎么才能办粤通卡,粤通卡还有什么功能,0
964,要怎么才能办粤通卡,粤通卡充值渠道,0
965,要怎么才能办粤通卡,粤通卡充值点介绍,0
966,要怎么才能办粤通卡,粤通借记卡充值,0
967,要怎么才能办粤通卡,什么是“粤通龙卡”,0
968,要怎么才能办粤通卡,如何申请“粤通龙卡”,0
969,要怎么才能办粤通卡,车上ETC卡要怎么充值,0
970,要怎么才能办粤通卡,粤通卡里的钱用完了，怎么充值,0
971,要怎么才能办粤通卡,我的粤通卡存了钱怎么上高速用不了,0
972,要怎么才能办粤通卡,粤通卡借记卡如何充值,0
973,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,粤通卡怎么充值,1
974,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,粤通卡里的钱用完了，怎么充值,1
975,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,粤通卡充值渠道,1
976,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,粤通卡充值点介绍,1
977,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,粤通借记卡充值,1
978,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,车上ETC卡要怎么充值,1
979,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,粤通卡借记卡如何充值,0
980,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,如何充值ETC,0
981,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,粤通卡在哪里可以充值,1
982,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,怎么办理粤通卡,0
983,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,什么是中国移动易充值业务,0
984,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,我的粤通卡存了钱怎么上高速用不了,1
985,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,高速卡充值,1
986,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,如何办理粤通卡信用卡和粤通卡借记卡之间的转换,0
987,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,在你们行办的ETC卡，在哪里可以充值,1
988,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,如何进行中国移动易充值交易,0
989,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,如何解绑中国移动易充值业务,0
990,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,上高速的卡，要去哪里充值,1
991,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,什么是“粤通龙卡”,0
992,ETC粤通卡充值易怎么用?正确的打开方式是这样的!,怎么办理ETC卡,0
993,建行粤通卡可以从ATM机转款么,粤通卡可以在柜员机转账吗,1
994,建行粤通卡可以从ATM机转款么,粤通卡可以存钱吗,1
995,建行粤通卡可以从ATM机转款么,银联龙卡在国外ATM机取款，费用收多少,0
996,建行粤通卡可以从ATM机转款么,粤通信用卡扣款短信通知,0
997,建行粤通卡可以从ATM机转款么,粤通卡在哪里可以充值,0
998,建行粤通卡可以从ATM机转款么,怎么办理粤通卡,0
999,建行粤通卡可以从ATM机转款么,网站每月从信用卡循环扣款，如何取消,0
1000,建行粤通卡可以从ATM机转款么,你们附近还有ATM机吗,0
1001,建行粤通卡可以从ATM机转款么,如何办理粤通卡信用卡和粤通卡借记卡之间的转换,0
1002,建行粤通卡可以从ATM机转款么,粤通卡怎么充值,0
1003,建行粤通卡可以从ATM机转款么,粤通卡要怎么办啊,0
1004,建行粤通卡可以从ATM机转款么,粤通卡还有什么功能,0
1005,建行粤通卡可以从ATM机转款么,粤通卡充值渠道,0
1006,建行粤通卡可以从ATM机转款么,粤通卡充值点介绍,0
1007,建行粤通卡可以从ATM机转款么,粤通借记卡充值,0
1008,建行粤通卡可以从ATM机转款么,什么是“粤通龙卡”,0
1009,建行粤通卡可以从ATM机转款么,如何申请“粤通龙卡”,0
1010,建行粤通卡可以从ATM机转款么,是否可以办理建行速通卡注销，怎样办理,0
1011,建行粤通卡可以从ATM机转款么,在建行办理的ETC可以在全国高速路扣费使用么,0
1012,建行粤通卡可以从ATM机转款么,粤通卡除了上高速使用，在其它地方还可以用吗,1
1013,粤通卡(建行借记卡)怎么充值,粤通借记卡充值,1
1014,粤通卡(建行借记卡)怎么充值,粤通卡借记卡如何充值,0
1015,粤通卡(建行借记卡)怎么充值,粤通卡怎么充值,1
1016,粤通卡(建行借记卡)怎么充值,粤通卡充值渠道,1
1017,粤通卡(建行借记卡)怎么充值,粤通卡充值点介绍,1
1018,粤通卡(建行借记卡)怎么充值,如何办理粤通卡信用卡和粤通卡借记卡之间的转换,0
1019,粤通卡(建行借记卡)怎么充值,粤通卡在哪里可以充值,1
1020,粤通卡(建行借记卡)怎么充值,怎么办理粤通卡,0
1021,粤通卡(建行借记卡)怎么充值,粤通卡里的钱用完了，怎么充值,1
1022,粤通卡(建行借记卡)怎么充值,车上ETC卡要怎么充值,1
1023,粤通卡(建行借记卡)怎么充值,高速卡充值,1
1024,粤通卡(建行借记卡)怎么充值,借记卡存款手续费,0
1025,粤通卡(建行借记卡)怎么充值,借记卡、准贷记卡境外取款手续费,0
1026,粤通卡(建行借记卡)怎么充值,借记卡跨行取款手续费,0
1027,粤通卡(建行借记卡)怎么充值,借记卡境外取款手续费,0
1028,粤通卡(建行借记卡)怎么充值,借记卡境内取款手续费,0
1029,粤通卡(建行借记卡)怎么充值,借记卡国外取款手续费,0
1030,粤通卡(建行借记卡)怎么充值,电子渠道如何申请借记卡,0
1031,粤通卡(建行借记卡)怎么充值,借记卡、准贷记卡换卡/补卡收费标准,0
1032,粤通卡(建行借记卡)怎么充值,龙卡借记卡和信用卡有什么不同,0
1033,如何用支付宝充值建行粤通卡 ,粤通卡怎么充值,1
1034,如何用支付宝充值建行粤通卡 ,粤通卡充值渠道,1
1035,如何用支付宝充值建行粤通卡 ,粤通卡充值点介绍,1
1036,如何用支付宝充值建行粤通卡 ,粤通借记卡充值,1
1037,如何用支付宝充值建行粤通卡 ,粤通卡借记卡如何充值,0
1038,如何用支付宝充值建行粤通卡 ,粤通卡在哪里可以充值,1
1039,如何用支付宝充值建行粤通卡 ,粤通卡里的钱用完了，怎么充值,1
1040,如何用支付宝充值建行粤通卡 ,如何充值龙支付钱包,0
1041,如何用支付宝充值建行粤通卡 ,高速卡充值,1
1042,如何用支付宝充值建行粤通卡 ,龙支付话费充值营销活动,0
1043,如何用支付宝充值建行粤通卡 ,如何充值ETC,0
1044,如何用支付宝充值建行粤通卡 ,如何为校园卡充值,0
1045,如何用支付宝充值建行粤通卡 ,粤通储蓄卡还有其它用吗,0
1046,如何用支付宝充值建行粤通卡 ,“礼遇充值—5折优惠充值”活动介绍,0
1047,如何用支付宝充值建行粤通卡 ,如何办理粤通卡信用卡和粤通卡借记卡之间的转换,0
1048,如何用支付宝充值建行粤通卡 ,如何申领支付宝龙卡,0
1049,如何用支付宝充值建行粤通卡 ,如何开通“龙卡支付宝卡通”,0
1050,如何用支付宝充值建行粤通卡 ,怎么办理粤通卡,0
1051,如何用支付宝充值建行粤通卡 ,如何申请“粤通龙卡”,0
1052,如何用支付宝充值建行粤通卡 ,车上ETC卡要怎么充值,1
1053,粤通卡是什么?有什么用? ,什么是“粤通龙卡”,0
1054,粤通卡是什么?有什么用? ,办粤通卡有什么条件吗,0
1055,粤通卡是什么?有什么用? ,粤通卡还有什么功能,1
1056,粤通卡是什么?有什么用? ,粤通卡高速通行费有没有信息,0
1057,粤通卡是什么?有什么用? ,什么是结算通卡,0
1058,粤通卡是什么?有什么用? ,粤通卡在高速缴费什么时间还款,0
1059,粤通卡是什么?有什么用? ,粤通储蓄卡还有其它用吗,0
1060,粤通卡是什么?有什么用? ,怎么办理粤通卡,0
1061,粤通卡是什么?有什么用? ,什么是“龙卡安心用”,0
1062,粤通卡是什么?有什么用? ,什么是借贷通,0
1063,粤通卡是什么?有什么用? ,什么是建行速通卡,0
1064,粤通卡是什么?有什么用? ,什么是分期通专用卡,0
1065,粤通卡是什么?有什么用? ,什么是“羊城通龙卡”,0
1066,粤通卡是什么?有什么用? ,什么是“陆港通龙卡”,0
1067,粤通卡是什么?有什么用? ,如何办理粤通卡信用卡和粤通卡借记卡之间的转换,0
1068,粤通卡是什么?有什么用? ,什么是结算通业务,0
1069,粤通卡是什么?有什么用? ,什么是房e通,0
1070,粤通卡是什么?有什么用? ,什么是e商通,0
1071,粤通卡是什么?有什么用? ,什么是e棉通,0
1072,粤通卡是什么?有什么用? ,什么是e保通,0
1073,粤通卡过高速收费有短信通知吗,粤通卡信用卡过高速没有短信提醒,1
1074,粤通卡过高速收费有短信通知吗,粤通卡过高速没有短信提醒,0
1075,粤通卡过高速收费有短信通知吗,我的粤通卡高速交费有没有短信通知呢,1
1076,粤通卡过高速收费有短信通知吗,粤通卡高速通行费有没有信息,1
1077,粤通卡过高速收费有短信通知吗,粤通卡扣费短信通知,1
1078,粤通卡过高速收费有短信通知吗,粤通信用卡扣款短信通知,1
1079,粤通卡过高速收费有短信通知吗,办粤通卡有什么条件吗,0
1080,粤通卡过高速收费有短信通知吗,我办张过高速的卡,0
1081,粤通卡过高速收费有短信通知吗,粤通卡可以存钱吗,0
1082,粤通卡过高速收费有短信通知吗,企业短信通知服务收费标准,0
1083,粤通卡过高速收费有短信通知吗,短信通知服务收费标准,0
1084,粤通卡过高速收费有短信通知吗,粤通卡在高速缴费什么时间还款,0
1085,粤通卡过高速收费有短信通知吗,粤通卡除了上高速使用，在其它地方还可以用吗,0
1086,粤通卡过高速收费有短信通知吗,我的ETC卡收费有没有短信通知,1
1087,粤通卡过高速收费有短信通知吗,我办理过短信通业务，为什么账户余额变化不给短信通知了,0
1088,粤通卡过高速收费有短信通知吗,是否有还款短信通知,0
1089,粤通卡过高速收费有短信通知吗,是否有贷款短信通知业务,0
1090,粤通卡过高速收费有短信通知吗,粤通卡可以在柜员机转账吗,0
1091,粤通卡过高速收费有短信通知吗,粤通储蓄卡还有其它用吗,0
1092,粤通卡过高速收费有短信通知吗,定制金融行情短信通知渠道是否收费,0
1093,粤通卡不显示高速通行费信息,粤通卡高速通行费有没有信息,1
1094,粤通卡不显示高速通行费信息,粤通卡在高速缴费什么时间还款,0
1095,粤通卡不显示高速通行费信息,粤通卡信用卡过高速没有短信提醒,1
1096,粤通卡不显示高速通行费信息,粤通卡过高速没有短信提醒,0
1097,粤通卡不显示高速通行费信息,我的粤通卡存了钱怎么上高速用不了,0
1098,粤通卡不显示高速通行费信息,如何打印通行费发票,0
1099,粤通卡不显示高速通行费信息,粤通卡扣费短信通知,1
1100,粤通卡不显示高速通行费信息,如何查询车辆通行信息,0
1101,粤通卡不显示高速通行费信息,怎么办理粤通卡,0
1102,粤通卡不显示高速通行费信息,建行速通卡停止使用期间，客户可采取什么方式支付通行费,0
1103,粤通卡不显示高速通行费信息,粤通卡除了上高速使用，在其它地方还可以用吗,0
1104,粤通卡不显示高速通行费信息,我的粤通卡高速交费有没有短信通知呢,1
1105,粤通卡不显示高速通行费信息,如何办理粤通卡信用卡和粤通卡借记卡之间的转换,0
